INSTURCTION TYPE,PC,INSTRUCTION,IMMEDIATE,FUNCT7,RS2,RS1,FUNCT3,RD,OPCODE,BRANCH,MEMREAD,MEMTOREG,MEMWRITE,ALUOP,REGW,ALUOPCODE,ALUSRC,DATA1OUT,DATA2OUT,DATA2IN,C,Z,ALUOUT,ADDR,WRDATAMEM,MEMOUT,WRDATAREG, REG5,REG6, REG7, REG8, REG9, REG18, REG19, REG20, REG21, REG22, REG23, REG24,REG25, REG26, REG27, REG28, REG29, REG30, REG31
i-type,1001001,00000001101101000111111000010011,00000000000000000000000000011011,0000000,00000,01000,111,11100,0010011,0,0,0,0,11,1,0111,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001010,00000001001100101000110010110011,00000001001100101000110010110011,0000000,10011,00101,000,11001,0110011,0,0,0,0,10,1,0000,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001011,01000001110100110000101010110011,01000001110100110000101010110011,0100000,11101,00110,000,10101,0110011,0,0,0,0,10,1,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001100,00000001001010100001110000110011,00000001001010100001110000110011,0000000,10010,10100,001,11000,0110011,0,0,0,0,10,1,0001,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001101,01100110010100110100101000110011,01100110010100110100101000110011,0110011,00101,00110,100,10100,0110011,0,0,0,0,10,1,0100,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001110,00000000100111000101100110110011,00000000100111000101100110110011,0000000,01001,11000,101,10011,0110011,0,0,0,0,10,1,0101,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1001111,00100111010001000101110000110011,00100111010001000101110000110011,0010011,10100,01000,101,11000,0110011,0,0,0,0,10,1,0011,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1010000,00000001011111011110101110110011,00000001011111011110101110110011,0000000,10111,11011,110,10111,0110011,0,0,0,0,10,1,0110,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1010001,00000001100010101111101000110011,00000001100010101111101000110011,0000000,11000,10101,111,10100,0110011,0,0,0,0,10,1,0111,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
sb-type,1010010,00000001100100101000000101100011,00000000000000000000000000000010,0000000,11001,00101,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,1010011,00000001001110110000000101100011,00000000000000000000000000000010,0000000,10011,10110,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,1010100,00000000100110010001001001100011,00000000000000000000000000000100,0000000,01001,10010,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,1010101,00000001110000110001001001100011,00000000000000000000000000000100,0000000,11100,00110,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,1010110,00000000100110010100001101100011,00000000000000000000000000000110,0000000,01001,10010,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,1010111,00000001100100101100001101100011,00000000000000000000000000000110,0000000,11001,00101,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,1011000,00000001001100000111111100100011,00000000000000000000000000011110,0000000,10011,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,1011001,00000001001100000111001100100011,00000000000000000000000000000110,0000000,10011,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,1011010,00000001101000000111010010100011,00000000000000000000000000001001,0000000,11010,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
ld-type,1011011,00000001111000000011111000000011,00000000000000000000000000011110,0000000,00000,00000,011,11100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1011100,00000000011000000011001100000011,00000000000000000000000000000110,0000000,00000,00000,011,00110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1011101,00000000100100000011111010000011,00000000000000000000000000001001,0000000,00000,00000,011,11101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1011110,00000000001000000011001010000011,00000000000000000000000000000010,0000000,00000,00000,011,00101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1011111,00000000001000000011001100000011,00000000000000000000000000000010,0000000,00000,00000,011,00110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100000,00000000001000000011001110000011,00000000000000000000000000000010,0000000,00000,00000,011,00111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100001,00000000001000000011010000000011,00000000000000000000000000000010,0000000,00000,00000,011,01000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100010,00000000001000000011010010000011,00000000000000000000000000000010,0000000,00000,00000,011,01001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100011,00000000001000000011100100000011,00000000000000000000000000000010,0000000,00000,00000,011,10010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100100,00000000001000000011100110000011,00000000000000000000000000000010,0000000,00000,00000,011,10011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100101,00000000001000000011101000000011,00000000000000000000000000000010,0000000,00000,00000,011,10100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100110,00000000001000000011101010000011,00000000000000000000000000000010,0000000,00000,00000,011,10101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1100111,00000000001000000011101100000011,00000000000000000000000000000010,0000000,00000,00000,011,10110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101000,00000000001000000011101110000011,00000000000000000000000000000010,0000000,00000,00000,011,10111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101001,00000000001000000011110000000011,00000000000000000000000000000010,0000000,00000,00000,011,11000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101010,00000000001000000011110010000011,00000000000000000000000000000010,0000000,00000,00000,011,11001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101011,00000000001000000011110100000011,00000000000000000000000000000010,0000000,00000,00000,011,11010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101100,00000000001000000011110110000011,00000000000000000000000000000010,0000000,00000,00000,011,11011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101101,00000000001000000011111000000011,00000000000000000000000000000010,0000000,00000,00000,011,11100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101110,00000000001000000011111010000011,00000000000000000000000000000010,0000000,00000,00000,011,11101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1101111,00000000001000000011111100000011,00000000000000000000000000000010,0000000,00000,00000,011,11110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,1110000,00000000001000000011111110000011,00000000000000000000000000000010,0000000,00000,00000,011,11111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
i-type,1110001,00000001100110111000110110010011,00000000000000000000000000011001,0000000,00000,10111,000,11011,0010011,0,0,0,0,11,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110010,00000001010010010001010010010011,00000000000000000000000000010100,0000000,00000,10010,001,01001,0010011,0,0,0,0,11,1,0001,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110011,00000001100111111100010010010011,00000000000000000000000000011001,0000000,00000,11111,100,01001,0010011,0,0,0,0,11,1,0100,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110100,00000001011011110101101110010011,00000000000000000000000000010110,0000000,00000,11110,101,10111,0010011,0,0,0,0,11,1,0101,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110101,01000001010111001101100100010011,00000000000000000000010000010101,0100000,00000,11001,101,10010,0010011,0,0,0,0,11,1,0011,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110110,00000001111100101110101010010011,00000000000000000000000000011111,0000000,00000,00101,110,10101,0010011,0,0,0,0,11,1,0110,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,1110111,00000001010000101111111110010011,00000000000000000000000000010100,0000000,00000,00101,111,11111,0010011,0,0,0,0,11,1,0111,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111000,00000001101111110000111100110011,00000001101111110000111100110011,0000000,11011,11110,000,11110,0110011,0,0,0,0,10,1,0000,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111001,01000001101111011000001100110011,01000001101111011000001100110011,0100000,11011,11011,000,00110,0110011,0,0,0,0,10,1,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111010,00000001110111111001110010110011,00000001110111111001110010110011,0000000,11101,11111,001,11001,0110011,0,0,0,0,10,1,0001,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111011,01100111001110010100110110110011,01100111001110010100110110110011,0110011,10011,10010,100,11011,0110011,0,0,0,0,10,1,0100,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111100,00000001110111100101100100110011,00000001110111100101100100110011,0000000,11101,11100,101,10010,0110011,0,0,0,0,10,1,0101,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111101,00100111001001000101001010110011,00100111001001000101001010110011,0010011,10010,01000,101,00101,0110011,0,0,0,0,10,1,0011,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111110,00000001101110110110111010110011,00000001101110110110111010110011,0000000,11011,10110,110,11101,0110011,0,0,0,0,10,1,0110,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,1111111,00000000100100111111001110110011,00000000100100111111001110110011,0000000,01001,00111,111,00111,0110011,0,0,0,0,10,1,0111,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
sb-type,10000000,00000000100001001000000101100011,00000000000000000000000000000010,0000000,01000,01001,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10000001,00000001111010010000000101100011,00000000000000000000000000000010,0000000,11110,10010,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10000010,00000000100110010001001001100011,00000000000000000000000000000100,0000000,01001,10010,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10000011,00000001010001001001001001100011,00000000000000000000000000000100,0000000,10100,01001,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10000100,00000000100110010100001101100011,00000000000000000000000000000110,0000000,01001,10010,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10000101,00000000100001001100001101100011,00000000000000000000000000000110,0000000,01000,01001,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10000110,00000001111000000111101100100011,00000000000000000000000000010110,0000000,11110,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10000111,00000000011100000111001110100011,00000000000000000000000000000111,0000000,00111,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10001000,00000001100000000111111010100011,00000000000000000000000000011101,0000000,11000,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
ld-type,10001001,00000001011000000011110000000011,00000000000000000000000000010110,0000000,00000,00000,011,11000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001010,00000000011100000011110010000011,00000000000000000000000000000111,0000000,00000,00000,011,11001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001011,00000001110100000011110100000011,00000000000000000000000000011101,0000000,00000,00000,011,11010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001100,00000000001000000011001010000011,00000000000000000000000000000010,0000000,00000,00000,011,00101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001101,00000000001000000011001100000011,00000000000000000000000000000010,0000000,00000,00000,011,00110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001110,00000000001000000011001110000011,00000000000000000000000000000010,0000000,00000,00000,011,00111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10001111,00000000001000000011010000000011,00000000000000000000000000000010,0000000,00000,00000,011,01000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010000,00000000001000000011010010000011,00000000000000000000000000000010,0000000,00000,00000,011,01001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010001,00000000001000000011100100000011,00000000000000000000000000000010,0000000,00000,00000,011,10010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010010,00000000001000000011100110000011,00000000000000000000000000000010,0000000,00000,00000,011,10011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010011,00000000001000000011101000000011,00000000000000000000000000000010,0000000,00000,00000,011,10100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010100,00000000001000000011101010000011,00000000000000000000000000000010,0000000,00000,00000,011,10101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010101,00000000001000000011101100000011,00000000000000000000000000000010,0000000,00000,00000,011,10110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
